Sinais,X_1,Y_1,X_2,Y_2,X_3,Y_3,X_4,Y_4,X_5,Y_5,X_6,Y_6,X_7,Y_7,X_8,Y_8,X_9,Y_9,X_10,Y_10,X_11,Y_11,X_12,Y_12,X_13,Y_13,X_14,Y_14,X_15,Y_15,X_16,Y_16,X_17,Y_17,X_18,Y_18,X_19,Y_19,X_20,Y_20,X_21,Y_21,X_22,Y_22,X_23,Y_23,X_24,Y_24,THD,THD_Classificacao
Sinal_11,0.0,0.0,0.000718,162.219439,0.001437,205.348256,0.002155,280.038513,0.002874,344.408745,0.003592,381.204379,0.00431,373.675315,0.005029,361.937261,0.005747,299.059394,0.006466,205.579303,0.007184,159.81371,0.007902,69.587067,0.008621,-46.658678,0.009339,-146.869452,0.010057,-194.860745,0.010776,-277.644559,0.011494,-356.73626,0.012213,-370.481337,0.012931,-383.199552,0.013649,-353.962389,0.014368,-295.855677,0.015086,-216.428085,0.015805,-175.314315,0.016523,-42.605787,0.08410147903582879,Precário
Sinal_12,0.0,0.0,0.000718,175.642693,0.001437,168.757559,0.002155,281.933368,0.002874,317.248353,0.003592,367.024769,0.00431,380.43481,0.005029,365.218862,0.005747,340.786927,0.006466,228.958679,0.007184,147.455564,0.007902,52.977411,0.008621,-34.464808,0.009339,-130.395028,0.010057,-209.909396,0.010776,-321.339887,0.011494,-367.263242,0.012213,-373.588618,0.012931,-378.656243,0.013649,-320.952444,0.014368,-298.876167,0.015086,-183.934478,0.015805,-175.403366,0.016523,-55.196263,0.09662877879412558,Precário
Sinal_13,0.0,0.0,0.000718,167.150336,0.001437,179.646467,0.002155,300.686301,0.002874,320.610194,0.003592,359.86808,0.00431,379.919017,0.005029,348.379495,0.005747,318.724581,0.006466,254.708325,0.007184,165.061819,0.007902,38.301079,0.008621,-22.314975,0.009339,-138.271526,0.010057,-241.593871,0.010776,-306.74545,0.011494,-345.211487,0.012213,-372.650485,0.012931,-372.283669,0.013649,-320.69849,0.014368,-315.820833,0.015086,-198.572731,0.015805,-169.332256,0.016523,-51.485992,0.08643414114800484,Precário
Sinal_14,0.0,0.0,0.000718,164.84102,0.001437,200.274236,0.002155,312.006811,0.002874,313.951754,0.003592,364.40038,0.00431,361.927154,0.005029,347.177667,0.005747,336.503272,0.006466,233.46605,0.007184,161.523938,0.007902,56.568676,0.008621,-36.387536,0.009339,-143.356088,0.010057,-217.422362,0.010776,-318.243286,0.011494,-352.747591,0.012213,-352.042684,0.012931,-374.8465,0.013649,-316.114842,0.014368,-320.966501,0.015086,-221.636338,0.015805,-170.637292,0.016523,-49.087602,0.09116626031427096,Precário
Sinal_15,0.0,0.0,0.000718,173.273587,0.001437,173.440766,0.002155,262.896731,0.002874,348.1656,0.003592,364.422976,0.00431,379.071321,0.005029,354.847201,0.005747,309.251861,0.006466,251.415833,0.007184,167.608343,0.007902,62.952488,0.008621,-41.808718,0.009339,-147.550836,0.010057,-237.051819,0.010776,-299.109735,0.011494,-346.393143,0.012213,-377.799085,0.012931,-368.244322,0.013649,-353.290705,0.014368,-287.596697,0.015086,-180.418467,0.015805,-179.444111,0.016523,-49.402344,0.08571144096433253,Precário
Sinal_16,0.0,0.0,0.000718,153.729448,0.001437,199.095346,0.002155,279.426079,0.002874,334.111239,0.003592,354.300556,0.00431,356.950813,0.005029,362.156354,0.005747,341.260172,0.006466,239.929725,0.007184,158.735917,0.007902,76.719553,0.008621,-52.837329,0.009339,-145.996298,0.010057,-219.485141,0.010776,-325.409077,0.011494,-363.787926,0.012213,-356.357724,0.012931,-356.684156,0.013649,-339.110242,0.014368,-295.419106,0.015086,-211.252165,0.015805,-166.66495,0.016523,-40.092845,0.07329254205552865,Adequado
Sinal_17,0.0,0.0,0.000718,129.240331,0.001437,189.459131,0.002155,289.254453,0.002874,329.00366,0.003592,366.975173,0.00431,378.782167,0.005029,351.95801,0.005747,317.666713,0.006466,249.554343,0.007184,161.726209,0.007902,53.704701,0.008621,-34.7374,0.009339,-140.221159,0.010057,-234.158291,0.010776,-306.014711,0.011494,-347.243604,0.012213,-373.745603,0.012931,-374.818267,0.013649,-333.976885,0.014368,-303.242792,0.015086,-208.181661,0.015805,-141.272018,0.016523,-33.837813,0.037690686727766654,Adequado
Sinal_18,0.0,0.0,0.000718,156.892553,0.001437,206.065781,0.002155,278.371707,0.002874,336.629977,0.003592,360.618978,0.00431,360.955292,0.005029,350.357514,0.005747,318.945018,0.006466,268.919897,0.007184,162.05658,0.007902,34.419349,0.008621,-19.899128,0.009339,-132.742043,0.010057,-254.341374,0.010776,-310.161475,0.011494,-346.376566,0.012213,-359.317268,0.012931,-362.533236,0.013649,-343.319371,0.014368,-293.65545,0.015086,-217.102966,0.015805,-171.311332,0.016523,-40.111961,0.0767299658703134,Adequado
Sinal_19,0.0,0.0,0.000718,194.954313,0.001437,195.098663,0.002155,281.890258,0.002874,332.824472,0.003592,371.649188,0.00431,372.195216,0.005029,340.967738,0.005747,311.735495,0.006466,239.801858,0.007184,169.750227,0.007902,64.932301,0.008621,-42.832059,0.009339,-151.542138,0.010057,-226.412124,0.010776,-298.885252,0.011494,-338.082637,0.012213,-364.255792,0.012931,-378.643252,0.013649,-338.233205,0.014368,-299.220917,0.015086,-204.472094,0.015805,-200.183889,0.016523,-57.195635,0.10553109668812179,Crítico
Sinal_20,0.0,0.0,0.000718,178.136539,0.001437,206.108464,0.002155,294.391759,0.002874,335.148873,0.003592,357.619654,0.00431,376.709434,0.005029,330.431034,0.005747,317.228433,0.006466,255.658807,0.007184,151.297095,0.007902,63.994966,0.008621,-43.737296,0.009339,-133.803731,0.010057,-234.199082,0.010776,-312.507395,0.011494,-324.767033,0.012213,-369.541878,0.012931,-366.579037,0.013649,-335.987463,0.014368,-310.866701,0.015086,-217.814582,0.015805,-188.427369,0.016523,-49.036964,0.09486787936793552,Precário
Sinal_21,0.0,0.0,0.000718,160.376281,0.001437,201.699017,0.002155,310.612693,0.002874,341.387943,0.003592,361.224427,0.00431,359.038081,0.005029,353.657104,0.005747,316.514244,0.006466,224.9727,0.007184,159.351215,0.007902,56.82962,0.008621,-36.81186,0.009339,-141.480363,0.010057,-211.678136,0.010776,-297.8883,0.011494,-353.518254,0.012213,-355.225694,0.012931,-365.297171,0.013649,-342.555849,0.014368,-325.384171,0.015086,-220.312656,0.015805,-169.305394,0.016523,-45.289315,0.08273198339115327,Precário
Sinal_22,0.0,0.0,0.000718,167.305499,0.001437,187.695046,0.002155,296.324937,0.002874,319.738271,0.003592,377.041728,0.00431,380.556352,0.005029,340.820794,0.005747,316.893064,0.006466,227.370987,0.007184,171.732734,0.007902,76.217516,0.008621,-51.255449,0.009339,-158.187063,0.010057,-213.620881,0.010776,-300.982031,0.011494,-340.219902,0.012213,-368.65368,0.012931,-389.070319,0.013649,-324.282027,0.014368,-309.301024,0.015086,-205.575358,0.015805,-171.644594,0.016523,-50.234704,0.08582804561139178,Precário
Sinal_23,0.0,0.0,0.000718,166.957233,0.001437,215.305991,0.002155,275.329846,0.002874,334.64737,0.003592,383.079916,0.00431,382.269592,0.005029,340.811783,0.005747,317.02402,0.006466,232.240145,0.007184,126.674331,0.007902,50.948272,0.008621,-34.660982,0.009339,-110.543445,0.010057,-208.94577,0.010776,-306.726938,0.011494,-336.110028,0.012213,-373.745733,0.012931,-389.224524,0.013649,-344.826407,0.014368,-289.003868,0.015086,-224.117394,0.015805,-182.614412,0.016523,-42.26661,0.08844302894145652,Precário
Sinal_24,0.0,0.0,0.000718,143.605919,0.001437,199.28852,0.002155,301.626419,0.002874,314.440586,0.003592,353.301316,0.00431,374.896575,0.005029,350.15264,0.005747,329.230172,0.006466,252.116887,0.007184,165.221929,0.007902,61.518542,0.008621,-40.607688,0.009339,-145.833054,0.010057,-234.915353,0.010776,-317.455079,0.011494,-348.451138,0.012213,-369.243317,0.012931,-364.799178,0.013649,-315.650127,0.014368,-311.989534,0.015086,-219.369284,0.015805,-154.30274,0.016523,-39.284336,0.06563476334845139,Adequado
Sinal_25,0.0,0.0,0.000718,155.106942,0.001437,179.546908,0.002155,280.579974,0.002874,338.67411,0.003592,383.172604,0.00431,371.524043,0.005029,328.667301,0.005747,332.068192,0.006466,250.069976,0.007184,150.750088,0.007902,65.398775,0.008621,-44.597042,0.009339,-134.856774,0.010057,-227.435878,0.010776,-323.903044,0.011494,-329.599701,0.012213,-359.091453,0.012931,-389.59598,0.013649,-345.858611,0.014368,-298.983204,0.015086,-193.904005,0.015805,-162.101246,0.016523,-44.303218,0.07543882720351311,Adequado
Sinal_26,0.0,0.0,0.000718,166.320831,0.001437,199.608314,0.002155,289.103912,0.002874,324.788304,0.003592,373.806366,0.00431,374.771511,0.005029,322.853929,0.005747,328.649632,0.006466,256.499966,0.007184,156.221739,0.007902,68.717459,0.008621,-46.991827,0.009339,-139.970397,0.010057,-234.243212,0.010776,-323.037219,0.011494,-322.344087,0.012213,-361.748871,0.012931,-383.901667,0.013649,-330.098657,0.014368,-302.622136,0.015086,-213.747901,0.015805,-175.753624,0.016523,-46.361396,0.0865524658360651,Precário
Sinal_27,0.0,0.0,0.000718,150.897898,0.001437,182.180514,0.002155,277.515669,0.002874,342.307747,0.003592,343.444976,0.00431,380.688558,0.005029,380.907836,0.005747,321.655898,0.006466,234.724569,0.007184,146.667675,0.007902,60.230201,0.008621,-40.74814,0.009339,-130.185605,0.010057,-216.295062,0.010776,-305.78183,0.011494,-372.565087,0.012213,-386.505567,0.012931,-348.492866,0.013649,-342.823201,0.014368,-299.115141,0.015086,-193.950149,0.015805,-161.141792,0.016523,-40.536195,0.07084952775169746,Adequado
Sinal_28,0.0,0.0,0.000718,164.887015,0.001437,177.626681,0.002155,269.150367,0.002874,348.722828,0.003592,359.91295,0.00431,367.545105,0.005029,357.515443,0.005747,323.921545,0.006466,251.712002,0.007184,159.483719,0.007902,59.909442,0.008621,-39.869973,0.009339,-139.939,0.010057,-234.147838,0.010776,-312.418065,0.011494,-353.308623,0.012213,-367.1085,0.012931,-361.840689,0.013649,-353.211243,0.014368,-292.521535,0.015086,-186.634181,0.015805,-172.608814,0.016523,-46.127646,0.07682178194262029,Adequado
Sinal_29,0.0,0.0,0.000718,173.832356,0.001437,201.600805,0.002155,285.016799,0.002874,355.370499,0.003592,367.975838,0.00431,379.976244,0.005029,336.273421,0.005747,294.705794,0.006466,248.080257,0.007184,149.119695,0.007902,50.918702,0.008621,-33.600084,0.009339,-127.835209,0.010057,-231.486825,0.010776,-288.792436,0.011494,-325.257156,0.012213,-375.780612,0.012931,-372.008883,0.013649,-358.922802,0.014368,-306.017555,0.015086,-210.537009,0.015805,-185.53671,0.016523,-46.462337,0.09078100207355501,Precário
Sinal_30,0.0,0.0,0.000718,149.874365,0.001437,198.375565,0.002155,292.786974,0.002874,329.946018,0.003592,336.766058,0.00431,380.702077,0.005029,361.597504,0.005747,316.128056,0.006466,259.196168,0.007184,160.658057,0.007902,56.469587,0.008621,-37.309211,0.009339,-138.928111,0.010057,-242.315497,0.010776,-307.390526,0.011494,-352.052403,0.012213,-383.179765,0.012931,-345.642994,0.013649,-328.053688,0.014368,-309.121329,0.015086,-213.196632,0.015805,-162.395472,0.016523,-39.266609,0.06941275319722658,Adequado
Sinal_31,0.0,0.0,0.000718,184.761997,0.001437,187.266182,0.002155,277.774711,0.002874,332.280376,0.003592,367.969688,0.00431,384.450702,0.005029,351.500645,0.005747,310.561286,0.006466,241.159484,0.007184,155.398482,0.007902,50.46852,0.008621,-32.473663,0.009339,-134.385707,0.010057,-226.022717,0.010776,-298.273803,0.011494,-345.012081,0.012213,-379.159204,0.012931,-376.675388,0.013649,-336.789748,0.014368,-296.464773,0.015086,-197.067178,0.015805,-190.083515,0.016523,-53.962635,0.09317350936303191,Precário
Sinal_32,0.0,0.0,0.000718,165.222121,0.001437,190.507954,0.002155,275.493534,0.002874,331.948958,0.003592,379.524579,0.00431,357.23874,0.005029,350.196222,0.005747,321.89083,0.006466,241.628775,0.007184,181.776028,0.007902,62.191968,0.008621,-39.78489,0.009339,-161.219801,0.010057,-231.448501,0.010776,-304.53962,0.011494,-352.388008,0.012213,-350.161681,0.012931,-381.88792,0.013649,-342.094927,0.014368,-290.674952,0.015086,-203.056546,0.015805,-173.235583,0.016523,-46.86516,0.07953355506044184,Adequado
Sinal_33,0.0,0.0,0.000718,183.78603,0.001437,180.75714,0.002155,267.386167,0.002874,329.53484,0.003592,388.575899,0.00431,372.377342,0.005029,354.69197,0.005747,320.864018,0.006466,224.947029,0.007184,163.402255,0.007902,57.354562,0.008621,-36.872275,0.009339,-145.389267,0.010057,-212.245155,0.010776,-301.150123,0.011494,-355.727057,0.012213,-363.376197,0.012931,-394.0781,0.013649,-340.641272,0.014368,-284.646522,0.015086,-190.578787,0.015805,-187.270043,0.016523,-55.006972,0.09754230100310034,Precário
Sinal_34,0.0,0.0,0.000718,167.855527,0.001437,202.609322,0.002155,262.004951,0.002874,312.478666,0.003592,379.130629,0.00431,387.133846,0.005029,359.829746,0.005747,319.288687,0.006466,240.900856,0.007184,151.108475,0.007902,42.961301,0.008621,-26.776082,0.009339,-128.586878,0.010057,-225.179848,0.010776,-304.692821,0.011494,-355.417985,0.012213,-380.790216,0.012931,-388.357115,0.013649,-324.541211,0.014368,-273.34163,0.015086,-211.602396,0.015805,-179.818549,0.016523,-44.98685,0.0826220384690726,Precário
Sinal_35,0.0,0.0,0.000718,171.083465,0.001437,186.219688,0.002155,285.100349,0.002874,343.577519,0.003592,348.701221,0.00431,378.765313,0.005029,358.936906,0.005747,315.458874,0.006466,247.977553,0.007184,149.745584,0.007902,52.211691,0.008621,-34.442897,0.009339,-129.263515,0.010057,-229.937004,0.010776,-304.939589,0.011494,-350.815788,0.012213,-379.448338,0.012931,-355.061315,0.013649,-343.178493,0.014368,-306.711889,0.015086,-197.310808,0.015805,-178.661284,0.016523,-48.299552,0.08284240776406782,Precário
Sinal_36,0.0,0.0,0.000718,159.10524,0.001437,192.262176,0.002155,275.55121,0.002874,332.499676,0.003592,354.275745,0.00431,365.613353,0.005029,375.49634,0.005747,331.182236,0.006466,237.719811,0.007184,155.068741,0.007902,53.344922,0.008621,-34.629388,0.009339,-135.574503,0.010057,-221.444702,0.010776,-312.79845,0.011494,-373.808273,0.012213,-367.617148,0.012931,-357.584727,0.013649,-337.563308,0.014368,-292.542815,0.015086,-203.809589,0.015805,-169.648596,0.016523,-43.145493,0.07297031185158423,Adequado
Sinal_37,0.0,0.0,0.000718,174.129206,0.001437,179.545716,0.002155,285.233953,0.002874,322.801267,0.003592,360.580376,0.00431,383.444886,0.005029,362.05623,0.005747,318.232751,0.006466,248.823648,0.007184,155.040582,0.007902,30.124118,0.008621,-16.481095,0.009339,-127.427732,0.010057,-235.30848,0.010776,-303.977733,0.011494,-357.166889,0.012213,-379.676384,0.012931,-371.175478,0.013649,-325.313418,0.014368,-302.099232,0.015086,-193.858729,0.015805,-177.276762,0.016523,-52.550502,0.09036993288776983,Precário
Sinal_38,0.0,0.0,0.000718,183.53435,0.001437,173.274017,0.002155,268.088021,0.002874,334.950996,0.003592,369.738448,0.00431,387.817441,0.005029,342.115807,0.005747,310.105802,0.006466,249.876584,0.007184,172.108966,0.007902,74.397548,0.008621,-50.434421,0.009339,-155.362137,0.010057,-234.541079,0.010776,-301.52658,0.011494,-334.649402,0.012213,-380.789475,0.012931,-379.041751,0.013649,-339.598599,0.014368,-290.17923,0.015086,-181.619869,0.015805,-186.770612,0.016523,-54.563245,0.09788614291097686,Precário
Sinal_39,0.0,0.0,0.000718,156.672318,0.001437,199.536884,0.002155,278.642401,0.002874,336.969059,0.003592,376.007447,0.00431,375.443902,0.005029,349.150145,0.005747,316.983903,0.006466,237.372353,0.007184,147.090295,0.007902,53.202004,0.008621,-35.118545,0.009339,-128.458347,0.010057,-219.346102,0.010776,-304.226594,0.011494,-345.313025,0.012213,-369.580342,0.012931,-380.910402,0.013649,-345.062449,0.014368,-294.324508,0.015086,-211.507004,0.015805,-169.122048,0.016523,-41.325494,0.06473348352416367,Adequado
Sinal_40,0.0,0.0,0.000718,151.977338,0.001437,189.137476,0.002155,287.214385,0.002874,330.738141,0.003592,364.439079,0.00431,377.307251,0.005029,359.739621,0.005747,314.552691,0.006466,245.00325,0.007184,157.64183,0.007902,39.848804,0.008621,-23.978268,0.009339,-132.789604,0.010057,-231.668963,0.010776,-300.259666,0.011494,-354.74464,0.012213,-374.233014,0.012931,-371.548663,0.013649,-335.130693,0.014368,-302.801431,0.015086,-204.916089,0.015805,-160.976004,0.016523,-42.361828,0.06187459207516297,Adequado
Sinal_41,0.0,0.0,0.000718,161.115756,0.001437,201.113131,0.002155,294.000337,0.002874,337.38454,0.003592,371.196812,0.00431,400.004927,0.005029,332.82177,0.005747,295.305517,0.006466,234.043018,0.007184,145.988214,0.007902,70.574223,0.008621,-49.026715,0.009339,-132.571127,0.010057,-214.734076,0.010776,-288.918255,0.011494,-320.772726,0.012213,-391.392739,0.012931,-383.212676,0.013649,-339.730762,0.014368,-310.523704,0.015086,-214.904348,0.015805,-172.55319,0.016523,-43.296294,0.08339615909110097,Precário
Sinal_42,0.0,0.0,0.000718,165.52038,0.001437,216.334851,0.002155,289.726623,0.002874,312.234042,0.003592,381.955133,0.00431,378.572672,0.005029,368.117807,0.005747,305.241416,0.006466,209.140661,0.007184,160.22792,0.007902,42.289105,0.008621,-24.958287,0.009339,-139.022506,0.010057,-201.738412,0.010776,-280.42937,0.011494,-365.99489,0.012213,-372.345377,0.012931,-390.433639,0.013649,-322.771882,0.014368,-296.079789,0.015086,-231.897174,0.015805,-177.474509,0.016523,-45.175604,0.09249301147983376,Precário
Sinal_43,0.0,0.0,0.000718,198.610587,0.001437,196.638502,0.002155,274.001989,0.002874,324.207029,0.003592,376.257339,0.00431,364.318242,0.005029,360.707375,0.005747,317.438527,0.006466,232.396886,0.007184,169.401878,0.007902,41.983966,0.008621,-24.477908,0.009339,-145.091011,0.010057,-223.521081,0.010776,-296.852038,0.011494,-361.46323,0.012213,-358.669519,0.012931,-381.0474,0.013649,-333.618831,0.014368,-288.598877,0.015086,-205.378893,0.015805,-203.311052,0.016523,-58.817419,0.11136954353401622,Crítico
Sinal_44,0.0,0.0,0.000718,163.945259,0.001437,187.472676,0.002155,290.402448,0.002874,335.233617,0.003592,369.609703,0.00431,373.439794,0.005029,359.576388,0.005747,333.577748,0.006466,215.728194,0.007184,134.313505,0.007902,61.48182,0.008621,-41.941681,0.009339,-122.459418,0.010057,-193.885343,0.010776,-314.494935,0.011494,-360.53975,0.012213,-367.79486,0.012931,-376.489436,0.013649,-339.251856,0.014368,-307.356956,0.015086,-202.575155,0.015805,-170.64786,0.016523,-47.31485,0.08545788311133799,Precário
Sinal_45,0.0,0.0,0.000718,161.301437,0.001437,181.031514,0.002155,301.114039,0.002874,329.796928,0.003592,364.199637,0.00431,366.30374,0.005029,365.330864,0.005747,320.162045,0.006466,227.930129,0.007184,166.918791,0.007902,45.195149,0.008621,-27.072703,0.009339,-144.414796,0.010057,-218.14275,0.010776,-298.477709,0.011494,-365.867547,0.012213,-362.317393,0.012931,-371.083189,0.013649,-332.068761,0.014368,-316.50527,0.015086,-200.546778,0.015805,-164.53198,0.016523,-49.187813,0.07967428056701308,Adequado
Sinal_46,0.0,0.0,0.000718,169.458304,0.001437,193.006875,0.002155,292.715771,0.002874,310.647366,0.003592,362.411569,0.00431,371.888814,0.005029,370.404027,0.005747,319.662663,0.006466,230.632244,0.007184,176.997892,0.007902,48.010407,0.008621,-28.655341,0.009339,-153.745444,0.010057,-223.172365,0.010776,-297.166914,0.011494,-370.278048,0.012213,-367.976984,0.012931,-372.228505,0.013649,-315.27068,0.014368,-303.350059,0.015086,-210.304915,0.015805,-174.619712,0.016523,-50.492417,0.08769508163148299,Precário
Sinal_47,0.0,0.0,0.000718,162.793378,0.001437,186.60544,0.002155,304.200668,0.002874,319.560735,0.003592,353.253536,0.00431,377.161193,0.005029,355.585153,0.005747,304.46074,0.006466,250.3849,0.007184,190.760283,0.007902,51.884259,0.008621,-31.300343,0.009339,-164.621306,0.010057,-244.891261,0.010776,-289.625944,0.011494,-350.003715,0.012213,-373.217658,0.012931,-364.608602,0.013649,-319.057835,0.014368,-317.833379,0.015086,-206.276324,0.015805,-167.012044,0.016523,-49.038824,0.0872008355407201,Precário
Sinal_48,0.0,0.0,0.000718,172.366153,0.001437,193.938629,0.002155,294.491169,0.002874,318.181163,0.003592,366.106387,0.00431,382.516431,0.005029,372.685184,0.005747,306.164492,0.006466,214.81335,0.007184,166.732999,0.007902,48.978841,0.008621,-29.9238,0.009339,-146.166347,0.010057,-207.48735,0.010776,-282.546951,0.011494,-368.513519,0.012213,-379.232854,0.012931,-376.441334,0.013649,-322.256688,0.014368,-306.775126,0.015086,-210.440057,0.015805,-177.762887,0.016523,-51.076844,0.09176871572435107,Precário
Sinal_49,0.0,0.0,0.000718,188.766941,0.001437,221.167167,0.002155,281.215972,0.002874,329.692822,0.003592,362.744989,0.00431,387.076401,0.005029,346.77505,0.005747,300.75349,0.006466,237.880103,0.007184,148.962043,0.007902,57.91693,0.008621,-38.881123,0.009339,-130.944,0.010057,-221.022897,0.010776,-291.11345,0.011494,-336.618606,0.012213,-383.165998,0.012931,-371.404807,0.013649,-334.721229,0.014368,-295.319222,0.015086,-228.026854,0.015805,-202.683097,0.016523,-49.753002,0.1035296942448626,Crítico
Sinal_50,0.0,0.0,0.000718,195.254235,0.001437,195.754039,0.002155,274.554201,0.002874,322.409575,0.003592,376.20169,0.00431,375.766842,0.005029,360.991179,0.005747,313.008012,0.006466,227.284101,0.007184,162.87534,0.007902,45.996725,0.008621,-28.048326,0.009339,-140.970056,0.010057,-216.844114,0.010776,-293.316025,0.011494,-358.928821,0.012213,-369.8556,0.012931,-383.558115,0.013649,-330.990677,0.014368,-289.188838,0.015086,-204.864255,0.015805,-200.31074,0.016523,-57.557084,0.10671184960682088,Crítico
