Sinais,X_1,Y_1,X_2,Y_2,X_3,Y_3,X_4,Y_4,X_5,Y_5,X_6,Y_6,X_7,Y_7,X_8,Y_8,X_9,Y_9,X_10,Y_10,X_11,Y_11,X_12,Y_12,X_13,Y_13,X_14,Y_14,X_15,Y_15,X_16,Y_16,X_17,Y_17,X_18,Y_18,X_19,Y_19,X_20,Y_20,X_21,Y_21,X_22,Y_22,X_23,Y_23,X_24,Y_24,THD,THD_Classificacao
Sinal_11,0.0,0.0,0.000718,152.020882,0.001437,209.736999,0.002155,282.940175,0.002874,328.85912,0.003592,384.149416,0.00431,372.219327,0.005029,349.277038,0.005747,314.381285,0.006466,231.386186,0.007184,151.988232,0.007902,47.641616,0.008621,-30.222381,0.009339,-131.61404,0.010057,-216.674668,0.010776,-298.536853,0.011494,-347.487212,0.012213,-364.339293,0.012931,-389.159879,0.013649,-339.676099,0.014368,-293.891541,0.015086,-223.805012,0.015805,-166.281123,0.016523,-39.241405,0.06561234122371574,Adequado
Sinal_12,0.0,0.0,0.000718,176.248023,0.001437,212.565902,0.002155,283.757679,0.002874,340.713064,0.003592,359.066401,0.00431,366.715878,0.005029,351.137784,0.005747,319.908375,0.006466,235.483039,0.007184,149.407686,0.007902,67.550033,0.008621,-46.291541,0.009339,-134.970361,0.010057,-215.989252,0.010776,-307.209567,0.011494,-347.405964,0.012213,-364.584237,0.012931,-362.514438,0.013649,-345.13535,0.014368,-300.28837,0.015086,-221.382714,0.015805,-189.751536,0.016523,-46.285899,0.08870232972950962,Precário
Sinal_13,0.0,0.0,0.000718,158.994921,0.001437,186.39537,0.002155,295.467017,0.002874,351.266871,0.003592,373.963642,0.00431,379.170519,0.005029,325.020779,0.005747,305.728262,0.006466,258.143493,0.007184,146.92013,0.007902,42.915249,0.008621,-27.471258,0.009339,-123.122799,0.010057,-239.35787,0.010776,-301.930612,0.011494,-317.840271,0.012213,-369.813486,0.012931,-380.610077,0.013649,-353.629388,0.014368,-315.878581,0.015086,-201.472077,0.015805,-166.854433,0.016523,-44.887329,0.0843216748385557,Precário
Sinal_14,0.0,0.0,0.000718,185.438118,0.001437,177.20395,0.002155,307.477841,0.002874,337.725206,0.003592,372.947606,0.00431,371.613474,0.005029,345.390935,0.005747,323.018825,0.006466,223.835118,0.007184,142.619419,0.007902,41.785664,0.008621,-25.906905,0.009339,-122.978272,0.010057,-206.93201,0.010776,-305.460638,0.011494,-346.881145,0.012213,-361.650222,0.012931,-382.006587,0.013649,-338.185296,0.014368,-325.950879,0.015086,-195.173395,0.015805,-184.0853,0.016523,-59.097652,0.10845596201551257,Crítico
Sinal_15,0.0,0.0,0.000718,172.992449,0.001437,179.792394,0.002155,274.157718,0.002874,317.691896,0.003592,381.38239,0.00431,378.143819,0.005029,366.337048,0.005747,318.725756,0.006466,220.704783,0.007184,172.036877,0.007902,57.586598,0.008621,-36.371041,0.009339,-153.277945,0.010057,-211.478452,0.010776,-295.758501,0.011494,-366.396325,0.012213,-371.006799,0.012931,-389.961229,0.013649,-327.11901,0.014368,-288.428145,0.015086,-193.397297,0.015805,-176.272502,0.016523,-52.288466,0.08892903147666606,Precário
Sinal_16,0.0,0.0,0.000718,189.152335,0.001437,216.562885,0.002155,270.544338,0.002874,341.127066,0.003592,365.875084,0.00431,373.054714,0.005029,355.918041,0.005747,302.780053,0.006466,232.860952,0.007184,156.889706,0.007902,60.633525,0.008621,-40.384236,0.009339,-139.051734,0.010057,-218.814103,0.010776,-289.055268,0.011494,-348.122983,0.012213,-372.172972,0.012931,-368.380296,0.013649,-348.906587,0.014368,-287.539754,0.015086,-220.780119,0.015805,-203.274941,0.016523,-49.459372,0.10099626543438814,Crítico
Sinal_17,0.0,0.0,0.000718,185.756719,0.001437,195.140914,0.002155,282.369612,0.002874,319.130254,0.003592,356.157699,0.00431,389.433211,0.005029,356.89197,0.005747,308.628235,0.006466,244.243922,0.007184,165.270578,0.007902,55.95142,0.008621,-36.211423,0.009339,-144.245486,0.010057,-231.033744,0.010776,-296.241586,0.011494,-348.632894,0.012213,-385.963063,0.012931,-368.206179,0.013649,-321.483885,0.014368,-297.837005,0.015086,-205.881847,0.015805,-192.137801,0.016523,-53.786315,0.09661434236407351,Precário
Sinal_18,0.0,0.0,0.000718,183.557869,0.001437,189.420348,0.002155,277.24141,0.002874,322.451089,0.003592,383.564332,0.00431,356.875151,0.005029,350.226549,0.005747,323.563527,0.006466,232.369902,0.007184,189.086408,0.007902,66.602468,0.008621,-42.484323,0.009339,-170.00434,0.010057,-224.502709,0.010776,-302.612644,0.011494,-355.177754,0.012213,-347.180408,0.012931,-388.109882,0.013649,-333.030418,0.014368,-290.800605,0.015086,-201.817488,0.015805,-187.531551,0.016523,-55.063555,0.102692773428573,Crítico
Sinal_19,0.0,0.0,0.000718,179.89941,0.001437,202.594776,0.002155,300.177576,0.002874,330.31349,0.003592,376.706496,0.00431,373.266039,0.005029,351.145352,0.005747,286.288651,0.006466,236.044193,0.007184,177.484212,0.007902,24.231118,0.008621,-10.139653,0.009339,-145.596848,0.010057,-234.53441,0.010776,-268.517404,0.011494,-345.161323,0.012213,-366.820266,0.012931,-383.543451,0.013649,-335.976951,0.014368,-312.778452,0.015086,-218.465931,0.015805,-186.132607,0.016523,-52.865178,0.1055981498582967,Crítico
Sinal_20,0.0,0.0,0.000718,175.644519,0.001437,184.140898,0.002155,294.447014,0.002874,324.009173,0.003592,346.250858,0.00431,387.507878,0.005029,362.682474,0.005747,318.416352,0.006466,233.199439,0.007184,160.819343,0.007902,70.93485,0.008621,-48.079407,0.009339,-146.217715,0.010057,-216.870308,0.010776,-303.537938,0.011494,-356.254314,0.012213,-385.674109,0.012931,-358.911756,0.013649,-321.702429,0.014368,-312.045089,0.015086,-198.883873,0.015805,-179.69752,0.016523,-52.351973,0.09175063464119342,Precário
Sinal_21,0.0,0.0,0.000718,180.475894,0.001437,196.895206,0.002155,292.00278,0.002874,338.789383,0.003592,339.096594,0.00431,371.020238,0.005029,360.476257,0.005747,320.527848,0.006466,243.393316,0.007184,157.71653,0.007902,66.805511,0.008621,-45.295599,0.009339,-141.192864,0.010057,-225.551418,0.010776,-308.127677,0.011494,-354.519977,0.012213,-372.831156,0.012931,-345.515236,0.013649,-336.513505,0.014368,-311.600241,0.015086,-207.859349,0.015805,-188.718953,0.016523,-50.81863,0.09557785902879337,Precário
Sinal_22,0.0,0.0,0.000718,153.307749,0.001437,213.203045,0.002155,284.550886,0.002874,335.989878,0.003592,367.935197,0.00431,379.448735,0.005029,340.96582,0.005747,293.325461,0.006466,246.632441,0.007184,177.322351,0.007902,72.029647,0.008621,-48.302762,0.009339,-158.837631,0.010057,-235.470516,0.010776,-284.469197,0.011494,-330.95745,0.012213,-374.963216,0.012931,-373.771419,0.013649,-342.349987,0.014368,-298.42024,0.015086,-225.248971,0.015805,-169.654867,0.016523,-37.922225,0.07158682171285259,Adequado
Sinal_23,0.0,0.0,0.000718,181.160005,0.001437,185.583239,0.002155,278.086602,0.002874,339.424044,0.003592,392.057265,0.00431,385.735702,0.005029,346.047477,0.005747,287.400795,0.006466,231.626338,0.007184,163.900319,0.007902,33.746116,0.008621,-18.546868,0.009339,-137.090886,0.010057,-224.892077,0.010776,-272.235711,0.011494,-338.236303,0.012213,-376.754746,0.012931,-398.611606,0.013649,-348.787662,0.014368,-296.135971,0.015086,-196.783043,0.015805,-185.783201,0.016523,-53.578304,0.102243341663248,Crítico
Sinal_24,0.0,0.0,0.000718,171.918645,0.001437,187.966312,0.002155,256.906353,0.002874,337.488046,0.003592,374.020542,0.00431,385.73242,0.005029,351.424415,0.005747,318.258265,0.006466,243.658207,0.007184,147.133971,0.007902,63.408959,0.008621,-43.369545,0.009339,-130.916757,0.010057,-223.168285,0.010776,-308.476449,0.011494,-344.497472,0.012213,-381.180504,0.012931,-379.868088,0.013649,-346.422227,0.014368,-277.224163,0.015086,-193.508692,0.015805,-182.185725,0.016523,-46.507288,0.08220828577846871,Precário
Sinal_25,0.0,0.0,0.000718,169.29832,0.001437,201.870188,0.002155,291.899622,0.002874,307.67875,0.003592,360.878966,0.00431,384.217124,0.005029,352.371714,0.005747,311.225968,0.006466,244.632961,0.007184,179.053001,0.007902,61.086897,0.008621,-39.242261,0.009339,-157.968419,0.010057,-234.205793,0.010776,-297.211909,0.011494,-347.434207,0.012213,-377.687229,0.012931,-374.143526,0.013649,-311.414967,0.014368,-301.783644,0.015086,-217.656833,0.015805,-177.507112,0.016523,-48.357102,0.08619760532057945,Precário
Sinal_26,0.0,0.0,0.000718,147.003597,0.001437,193.442575,0.002155,302.749398,0.002874,342.726496,0.003592,356.728508,0.00431,370.248774,0.005029,351.36266,0.005747,296.015091,0.006466,253.22287,0.007184,179.131105,0.007902,44.536816,0.008621,-26.500182,0.009339,-151.579826,0.010057,-246.083065,0.010776,-284.19538,0.011494,-343.170353,0.012213,-368.83067,0.012931,-361.718694,0.013649,-343.452655,0.014368,-319.48483,0.015086,-211.744804,0.015805,-156.958999,0.016523,-40.416838,0.07094312179127615,Adequado
Sinal_27,0.0,0.0,0.000718,171.286292,0.001437,207.68473,0.002155,294.636038,0.002874,327.206586,0.003592,386.560161,0.00431,375.505633,0.005029,332.76261,0.005747,298.111609,0.006466,231.824861,0.007184,175.485457,0.007902,61.570709,0.008621,-39.645492,0.009339,-156.021731,0.010057,-222.689538,0.010776,-284.018554,0.011494,-329.507927,0.012213,-363.293196,0.012931,-394.753751,0.013649,-335.455464,0.014368,-305.744882,0.015086,-222.862923,0.015805,-180.738116,0.016523,-48.193338,0.09223169410257442,Precário
Sinal_28,0.0,0.0,0.000718,159.337409,0.001437,195.605609,0.002155,270.763108,0.002874,329.020635,0.003592,372.263273,0.00431,373.81228,0.005029,362.495947,0.005747,315.504645,0.006466,235.775075,0.007184,166.45083,0.007902,58.281512,0.008621,-37.76572,0.009339,-146.857695,0.010057,-223.381461,0.010776,-298.572969,0.011494,-358.856435,0.012213,-370.673829,0.012931,-376.986949,0.013649,-338.251232,0.014368,-285.74406,0.015086,-206.675631,0.015805,-170.597441,0.016523,-42.860303,0.06549023490047758,Adequado
Sinal_29,0.0,0.0,0.000718,192.739723,0.001437,215.046885,0.002155,278.286029,0.002874,330.248319,0.003592,366.975614,0.00431,374.524753,0.005029,346.209384,0.005747,321.021899,0.006466,222.836855,0.007184,151.761202,0.007902,86.491414,0.008621,-60.796263,0.009339,-144.120909,0.010057,-202.233546,0.010776,-306.948333,0.011494,-343.531956,0.012213,-368.442937,0.012931,-373.796446,0.013649,-336.527341,0.014368,-293.136403,0.015086,-221.673551,0.015805,-204.496919,0.016523,-52.279491,0.11007341997838138,Crítico
Sinal_30,0.0,0.0,0.000718,164.664735,0.001437,209.269435,0.002155,272.977633,0.002874,302.770886,0.003592,382.252893,0.00431,372.154679,0.005029,361.62588,0.005747,326.825989,0.006466,236.250866,0.007184,163.964078,0.007902,40.245155,0.008621,-23.494455,0.009339,-139.753885,0.010057,-224.648749,0.010776,-306.872193,0.011494,-363.576684,0.012213,-363.950775,0.012931,-390.65916,0.013649,-316.064311,0.014368,-279.249586,0.015086,-222.432234,0.015805,-176.205653,0.016523,-44.95433,0.08511387692010983,Precário
Sinal_31,0.0,0.0,0.000718,169.197702,0.001437,198.856654,0.002155,298.992448,0.002874,342.291674,0.003592,346.384704,0.00431,380.58635,0.005029,358.791296,0.005747,324.921178,0.006466,220.180645,0.007184,130.761559,0.007902,76.520875,0.008621,-54.347127,0.009339,-123.046313,0.010057,-195.224953,0.010776,-311.035012,0.011494,-353.142878,0.012213,-380.053224,0.012931,-354.586616,0.013649,-339.731407,0.014368,-318.10818,0.015086,-212.088117,0.015805,-179.072119,0.016523,-46.547121,0.09495930604311702,Precário
Sinal_32,0.0,0.0,0.000718,143.338118,0.001437,193.408074,0.002155,314.10538,0.002874,323.705991,0.003592,364.023135,0.00431,364.729711,0.005029,344.251939,0.005747,316.014701,0.006466,248.163896,0.007184,180.300089,0.007902,50.34001,0.008621,-30.637753,0.009339,-155.734166,0.010057,-238.759327,0.010776,-301.214348,0.011494,-344.282587,0.012213,-356.735154,0.012931,-372.887397,0.013649,-325.219988,0.014368,-324.967474,0.015086,-217.24018,0.015805,-150.68112,0.016523,-41.69855,0.07234263505530544,Adequado
Sinal_33,0.0,0.0,0.000718,148.278802,0.001437,199.530391,0.002155,286.030821,0.002874,346.898847,0.003592,369.686093,0.00431,378.169393,0.005029,358.218487,0.005747,308.306876,0.006466,216.331066,0.007184,148.463873,0.007902,73.73089,0.008621,-50.932797,0.009339,-137.455259,0.010057,-199.245925,0.010776,-291.841928,0.011494,-351.790395,0.012213,-375.908132,0.012931,-373.564464,0.013649,-352.286308,0.014368,-303.577704,0.015086,-212.831846,0.015805,-161.993137,0.016523,-37.981277,0.06556876464678321,Adequado
Sinal_34,0.0,0.0,0.000718,170.539204,0.001437,211.028428,0.002155,287.11831,0.002874,348.239874,0.003592,366.01141,0.00431,374.773033,0.005029,342.856134,0.005747,305.375465,0.006466,245.578827,0.007184,139.336375,0.007902,41.769051,0.008621,-26.911921,0.009339,-117.073684,0.010057,-227.059534,0.010776,-297.104761,0.011494,-334.794461,0.012213,-371.29531,0.012931,-369.754464,0.013649,-352.707331,0.014368,-304.76866,0.015086,-220.804945,0.015805,-184.431086,0.016523,-44.341793,0.08787223173386897,Precário
Sinal_35,0.0,0.0,0.000718,173.987432,0.001437,191.648284,0.002155,302.773313,0.002874,318.113458,0.003592,368.527455,0.00431,390.962372,0.005029,356.274334,0.005747,318.073146,0.006466,210.975034,0.007184,143.673308,0.007902,61.194858,0.008621,-41.006196,0.009339,-130.704665,0.010057,-193.627102,0.010776,-298.90063,0.011494,-353.482444,0.012213,-382.475603,0.012931,-382.912436,0.013649,-319.649133,0.014368,-315.652576,0.015086,-209.603259,0.015805,-178.026531,0.016523,-52.428172,0.09728731405749198,Precário
Sinal_36,0.0,0.0,0.000718,174.443407,0.001437,208.456212,0.002155,281.603973,0.002874,321.717152,0.003592,369.992094,0.00431,373.244292,0.005029,350.669245,0.005747,322.141478,0.006466,247.145984,0.007184,148.534501,0.007902,36.456477,0.008621,-21.894234,0.009339,-123.961649,0.010057,-230.422163,0.010776,-309.302358,0.011494,-348.539844,0.012213,-366.950942,0.012931,-377.432493,0.013649,-329.237872,0.014368,-293.59047,0.015086,-219.855221,0.015805,-185.47208,0.016523,-47.756395,0.08858070584785784,Precário
Sinal_37,0.0,0.0,0.000718,164.486709,0.001437,189.145678,0.002155,282.843319,0.002874,323.137878,0.003592,363.930282,0.00431,392.746663,0.005029,343.654597,0.005747,314.001706,0.006466,253.120829,0.007184,156.009534,0.007902,57.611988,0.008621,-38.320056,0.009339,-136.087599,0.010057,-234.905174,0.010776,-306.567501,0.011494,-335.739302,0.012213,-385.696251,0.012931,-376.464524,0.013649,-326.287299,0.014368,-298.815174,0.015086,-202.418632,0.015805,-172.464876,0.016523,-46.472588,0.07552416615352625,Adequado
Sinal_38,0.0,0.0,0.000718,158.625278,0.001437,183.640509,0.002155,302.237549,0.002874,324.383583,0.003592,374.958426,0.00431,371.394816,0.005029,346.209237,0.005747,325.856118,0.006466,237.547817,0.007184,156.057087,0.007902,42.054104,0.008621,-25.46136,0.009339,-133.488721,0.010057,-222.652678,0.010776,-309.630143,0.011494,-348.070585,0.012213,-361.046385,0.012931,-384.627642,0.013649,-328.210254,0.014368,-315.594809,0.015086,-204.105098,0.015805,-162.393488,0.016523,-48.191132,0.07750623804091863,Adequado
Sinal_39,0.0,0.0,0.000718,171.526098,0.001437,195.687295,0.002155,298.300785,0.002874,342.551104,0.003592,366.897907,0.00431,360.46482,0.005029,343.989236,0.005747,317.718467,0.006466,225.379398,0.007184,171.051596,0.007902,82.802012,0.008621,-56.541337,0.009339,-159.575286,0.010057,-210.974538,0.010776,-301.122975,0.011494,-344.270025,0.012213,-354.048473,0.012931,-371.071716,0.013649,-345.442507,0.014368,-315.445976,0.015086,-210.553062,0.015805,-178.850112,0.016523,-49.237855,0.0918964795258551,Precário
Sinal_40,0.0,0.0,0.000718,151.708782,0.001437,203.583108,0.002155,299.58204,0.002874,316.078214,0.003592,366.329116,0.00431,382.313105,0.005029,339.336391,0.005747,317.743164,0.006466,244.614589,0.007184,163.878179,0.007902,66.061897,0.008621,-44.192976,0.009339,-146.533966,0.010057,-227.974896,0.010776,-307.108261,0.011494,-335.877486,0.012213,-372.814175,0.012931,-378.812787,0.013649,-319.529693,0.014368,-309.617091,0.015086,-222.109431,0.015805,-162.546401,0.016523,-41.56479,0.06932712037274472,Adequado
Sinal_41,0.0,0.0,0.000718,163.746713,0.001437,193.306321,0.002155,303.50633,0.002874,352.860423,0.003592,375.314696,0.00431,358.822942,0.005029,334.780377,0.005747,317.244959,0.006466,227.247372,0.007184,156.402125,0.007902,69.451958,0.008621,-47.028782,0.009339,-142.679388,0.010057,-210.205892,0.010776,-302.876913,0.011494,-335.564438,0.012213,-350.067855,0.012931,-378.006041,0.013649,-356.096146,0.014368,-321.94974,0.015086,-209.814783,0.015805,-171.319042,0.016523,-46.815136,0.08763378116169121,Precário
Sinal_42,0.0,0.0,0.000718,173.64787,0.001437,168.364506,0.002155,279.887834,0.002874,326.367334,0.003592,358.420294,0.00431,392.849821,0.005029,362.849464,0.005747,314.504287,0.006466,232.150451,0.007184,168.208038,0.007902,74.65928,0.008621,-50.50655,0.009339,-153.77673,0.010057,-217.891302,0.010776,-299.081454,0.011494,-355.778252,0.012213,-389.425644,0.012931,-370.624011,0.013649,-327.381121,0.014368,-300.209015,0.015086,-181.518594,0.015805,-175.178489,0.016523,-53.081562,0.09028801332669398,Precário
Sinal_43,0.0,0.0,0.000718,194.741846,0.001437,164.121975,0.002155,291.017199,0.002874,320.708726,0.003592,364.097292,0.00431,388.182131,0.005029,367.83527,0.005747,321.103643,0.006466,218.048441,0.007184,156.475833,0.007902,51.809086,0.008621,-32.792217,0.009339,-138.405984,0.010057,-205.034093,0.010776,-299.39058,0.011494,-365.883271,0.012213,-382.201104,0.012931,-377.713148,0.013649,-321.0235,0.014368,-310.021489,0.015086,-179.394851,0.015805,-189.769179,0.016523,-63.880848,0.11572127676552048,Crítico
Sinal_44,0.0,0.0,0.000718,171.53476,0.001437,194.898963,0.002155,292.777991,0.002874,328.18585,0.003592,382.303647,0.00431,380.289556,0.005029,361.519227,0.005747,289.154186,0.006466,212.719535,0.007184,177.754526,0.007902,48.375886,0.008621,-28.725078,0.009339,-155.366161,0.010057,-210.376357,0.010776,-266.051328,0.011494,-356.129757,0.012213,-374.052052,0.012931,-389.897608,0.013649,-335.616656,0.014368,-305.798707,0.015086,-210.906917,0.015805,-177.49685,0.016523,-50.470936,0.09487768265052725,Precário
Sinal_45,0.0,0.0,0.000718,174.354266,0.001437,195.503291,0.002155,295.556876,0.002874,338.80031,0.003592,358.198229,0.00431,392.92913,0.005029,331.696072,0.005747,303.293949,0.006466,254.889728,0.007184,146.005698,0.007902,55.704618,0.008621,-37.646059,0.009339,-126.342899,0.010057,-234.529729,0.010776,-300.380168,0.011494,-320.39987,0.012213,-386.21835,0.012931,-369.86969,0.013649,-337.741578,0.014368,-314.561615,0.015086,-208.134572,0.015805,-182.671687,0.016523,-49.034318,0.09309216426215074,Precário
Sinal_46,0.0,0.0,0.000718,155.509223,0.001437,197.062225,0.002155,304.463439,0.002874,314.560799,0.003592,372.900753,0.00431,377.086107,0.005029,350.423922,0.005747,321.318376,0.006466,227.712083,0.007184,159.965874,0.007902,53.522349,0.008621,-34.099673,0.009339,-141.116179,0.010057,-213.923778,0.010776,-303.191234,0.011494,-350.91312,0.012213,-367.247602,0.012931,-384.639046,0.013649,-318.90184,0.014368,-313.789582,0.015086,-217.936915,0.015805,-162.625017,0.016523,-45.358754,0.07484838469255907,Adequado
Sinal_47,0.0,0.0,0.000718,169.393759,0.001437,189.765877,0.002155,308.122645,0.002874,330.928727,0.003592,382.782396,0.00431,370.217259,0.005029,330.483076,0.005747,316.844084,0.006466,233.525601,0.007184,158.622239,0.007902,50.583764,0.008621,-31.975013,0.009339,-138.572283,0.010057,-218.944254,0.010776,-302.590128,0.011494,-332.102151,0.012213,-356.187783,0.012931,-392.130634,0.013649,-334.889014,0.014368,-321.808507,0.015086,-209.544944,0.015805,-172.888522,0.016523,-51.585404,0.09169937804291531,Precário
Sinal_48,0.0,0.0,0.000718,180.164762,0.001437,194.429991,0.002155,296.329509,0.002874,335.479916,0.003592,364.406856,0.00431,380.394632,0.005029,348.023496,0.005747,301.261573,0.006466,243.723999,0.007184,156.518495,0.007902,35.199289,0.008621,-20.406712,0.009339,-130.291754,0.010057,-231.795353,0.010776,-289.208747,0.011494,-340.721323,0.012213,-375.279308,0.012931,-372.981238,0.013649,-337.239706,0.014368,-313.285909,0.015086,-208.302073,0.015805,-185.994087,0.016523,-52.695726,0.095206857534656,Precário
Sinal_49,0.0,0.0,0.000718,181.735214,0.001437,205.718751,0.002155,283.275698,0.002874,338.207595,0.003592,363.546671,0.00431,379.250336,0.005029,364.228135,0.005747,290.432917,0.006466,227.798099,0.007184,167.223634,0.007902,49.421484,0.008621,-30.730169,0.009339,-144.824224,0.010057,-220.470654,0.010776,-273.241386,0.011494,-354.337783,0.012213,-379.303988,0.012931,-368.529827,0.013649,-343.174891,0.014368,-299.916198,0.015086,-215.165818,0.015805,-192.065938,0.016523,-50.041509,0.09607762270732985,Precário
Sinal_50,0.0,0.0,0.000718,167.30119,0.001437,175.885185,0.002155,276.253552,0.002874,334.282201,0.003592,372.241291,0.00431,370.679418,0.005029,362.987776,0.005747,304.171319,0.006466,235.776361,0.007184,192.505976,0.007902,61.356376,0.008621,-38.400995,0.009339,-170.237479,0.010057,-231.577017,0.010776,-284.740774,0.011494,-359.141193,0.012213,-367.429231,0.012931,-376.789679,0.013649,-341.179559,0.014368,-294.788075,0.015086,-189.039819,0.015805,-171.417048,0.016523,-49.792681,0.0851136789147269,Precário
